Aggiudicatari;Importi;Categorie
720;6480;17
65;140000;21
806;25946;19
210;2000;31
348;6000;34
275;521800;28
488;4000;40
878;4000;40
734;10000;39
75;3740;13
529;720396;8
879;24128;15
880;24128;15
881;24128;15
421;3000;30
475;120000;32
233;29505;18
611;52857;10
882;6500;17
360;219440;47
781;27855;22
883;243960;23
884;10729;29
134;18916;48
885;20000;27
264;2455;24
577;11229;41
92;6537;26
69;35624;6
133;197400;18
661;199000;4
76;197000;44
134;185000;18
661;199000;15
133;197400;4
524;92919;40
100;16704;25
212;25875;31
291;12854;6
784;3960;15
291;462403;13
886;514;48
887;514;7
291;12342;18
291;116929;48
346;47349;10
238;39900;34
147;1500;44
100;6000;4
379;425359;23
649;425400;2
169;4189;46
506;53274;9
150;2080434;26
62;996;26
180;39000;29
291;42173;4
346;28552;1
49;1960;22
103;1549;19
422;15918750;9
108;30000;46
440;4512;44
257;8000;16
446;406070;40
381;394230;12
27;9690;37
462;2991;45
464;5037;15
148;1800;37
267;170472;6
268;177184;4
119;74321;30
487;1809;26
61;678312;21
695;181072;43
257;5000;13
47;2704;23
417;5750;44
143;1998;8
67;84000;26
291;26400;1
151;9500;23
65;16500;28
133;18500;1
27;15600;32
417;444000;1
301;2469753;26
67;342727;7
525;6386;40
417;1175731;6
315;10000;7
492;831;15
264;3000;17
498;20196;47
387;74385;3
36;6452513;40
411;30000;46
188;37122;33
377;48449;15
75;9800;38
66;31720;22
30;2049;40
346;49281;46
96;86109;36
16;9383;8
352;5449;5
98;159000;37
100;15118;41
246;24793;21
105;85000;41
106;433289;31
113;7200;24
116;9943;10
117;47500;25
120;9100;1
125;9000;45
61;55450;17
806;87865;39
5;8265;14
78;26808;16
105;100000;8
146;12000;15
65;505075;2
85;902347;15
510;8264;29
154;34000;16
120;10500;34
78;5000;37
52;29950;12
100;3072;47
120;3075;12
148;9000;45
78;10000;43
120;6150;10
99;19900;1
134;17550;40
78;25000;34
241;9500;36
888;997;46
889;500;4
890;289;44
891;446;40
892;54;34
890;61;26
893;11962;11
894;826;40
895;136;25
896;1065;45
897;165;40
898;4545;19
899;1983;37
900;2834;20
901;850;1
902;2479;35
903;826;15
903;1652;36
894;578;35
904;3724;10
905;3259;35
905;5160;31
906;223;28
907;79;16
908;491;35
909;786;9
910;270;28
905;11200;45
905;360;24
911;530;18
912;260;10
913;408;27
908;486;28
904;6195;17
914;527;28
905;5160;15
915;224;16
915;225;26
916;310;30
904;3717;5
905;2100;35
917;61;13
918;200;30
919;1900;22
920;3130;46
921;280;46
922;8264;9
917;105;4
923;720;24
924;4800;30
890;206;39
925;1990;38
926;2230;28
917;700;46
927;6000;17
928;190;25
890;100;29
929;15000;41
890;357;48
930;2066;2
931;6000;5
932;3661;8
918;1239;18
933;2066;35
934;1219;41
931;6000;11
890;4100;14
935;14876;32
935;3024;2
918;616;32
931;1850;10
936;1186;32
937;907;4
931;5000;39
938;2520;8
939;1584;11
940;1000;6
941;449;27
942;967;46
943;413;25
944;14699;7
945;1240;28
946;5450;45
947;2500;42
948;1750;46
949;1000;9
950;800;24
951;17000;17
952;187;46
953;632;46
894;9057;10
954;2892;8
955;3800;44
955;1500;46
956;2272;27
888;817;48
957;5516;9
957;650;15
958;300;23
960;3363;18
961;2500;26
962;7438;5
963;186;20
964;506;47
965;2459;42
966;74535;48
961;24985;10
967;279196;41
968;2000;12
969;4180;46
969;350;19
970;4636;38
971;3200;24
972;636;14
964;1500;29
973;14104;36
974;1751;20
975;720;37
970;15689;44
967;1129;16
976;1147;24
977;200;31
978;3000;31
979;1800;7
953;1350;31
980;4098;3
975;800;19
981;1200;35
982;280;29
983;1932530;30
961;4920;37
984;245;13
985;983;35
986;413;40
987;413;13
988;413;48
989;1240;45
990;3141;39
960;3524;40
961;4100;32
991;491;42
978;1967;43
936;1639;23
902;114;31
992;163;22
993;800;27
994;126;37
936;295;24
995;182182;9
996;120369;39
997;15711;30
998;21601;41
999;256287;5
1000;7597;7
1001;3140;13
1002;101767;40
999;150000;6
1002;101767;33
962;7438;25
986;413;37
989;1240;11
936;1639;17
995;182182;27
996;120369;42
997;15711;12
998;21601;35
1004;2260;17
1005;9960;48
1006;1990;18
1007;74535;31
1008;2500;47
964;1500;7
1009;2403;20
967;1129;19
1010;5100;24
1011;4961;6
979;1800;16
953;1350;41
967;279196;26
978;3000;14
1012;114;46
1013;4098;23
1014;259;45
919;901;30
984;245;21
961;4920;21
1015;1925;34
1016;1600;39
1017;9600;44
1018;500;40
918;245;47
1020;123;25
1021;68;17
1022;4946;44
1023;2536;20
936;372;27
1024;900;26
961;4100;44
991;491;47
1025;445;39
1026;2665;32
1027;2040;46
993;800;2
994;126;14
936;295;29
996;127272;28
995;190910;7
1012;1500;27
962;1639;3
997;15454;28
998;20000;34
936;2000;20
1028;5000;25
999;556887;28
986;727;47
960;3564;24
1022;12500;6
978;984;38
1030;1229;22
1031;2500;48
1032;675;6
1033;1750;34
1034;800;42
1035;479;15
1036;95;1
1037;7910;32
960;3210;22
1006;666;16
1022;6250;29
1038;1000;2
1039;5500;3
1040;1029;46
1041;491;41
1042;298;44
1043;202;38
919;500;21
1044;2350;1
1045;409;18
962;3825;25
1022;15865;2
1000;2169;7
961;27721;21
1046;327;44
1047;10000;32
1048;410;19
1049;63;29
1050;1000;23
1051;367;34
1052;200;2
1018;409;15
967;600;12
970;3470;24
1053;525;10
1015;400;2
1054;12000;31
918;160;9
1055;498;37
1031;10000;9
957;1952;45
1056;5899;18
1057;2500;22
1052;900;8
1058;2868;45
1059;2726;44
1060;2688;32
1061;4000;23
969;3686;39
1062;1300;2
1056;5100;43
1063;684;16
1057;600;32
1064;7706;10
1065;65;38
1066;2459;8
1067;472;3
1068;2741;21
1031;5000;11
1069;250;36
1070;250;26
918;700;13
1071;2000;13
1072;305;12
967;1500;18
1026;1734;41
1073;195;2
1074;381;5
1075;5000;23
1076;770;7
1077;95;48
1078;100;42
1079;4545;46
1018;350;27
1080;1495;39
1031;2500;18
1081;614;30
1082;5000;19
1083;872;44
1084;1090;27
918;400;41
1015;409;8
1085;630;37
1010;2500;14
1010;1700;41
1087;10164;38
65;7967;32
1089;1080;42
1090;500;11
1091;2030;38
1092;300;16
1093;1122;29
1094;20240;26
1095;7651;48
1096;2665;47
1034;484;48
1056;5100;3
1014;250;38
1097;1008;13
1069;2600;23
1098;8100;6
1099;18400;11
1100;438;10
1101;240;31
1020;500;45
1063;180;24
1102;550;41
1103;3800;34
1104;1240;18
1105;600;25
1106;450;43
1026;1891;27
1025;110;4
1107;3560;46
1108;7373;10
1097;7900;40
1109;182;39
1110;143;31
1111;655;37
1112;4230;22
1113;2188;33
1114;459;39
1115;2450;48
1116;1156;6
978;2000;13
1117;1800;36
1118;2340;41
1025;423;22
1103;2000;27
1119;1740;26
1067;466;24
960;7043;46
1120;703;1
1120;328;32
1121;2000;44
1122;15000;5
917;200;41
1025;100;48
1123;819;3
1106;170;33
1124;4044;12
1125;3271;41
1126;2756;29
1127;1614;19
1031;980;36
1087;3000;18
1128;352;26
1083;186;24
1129;1806;43
1130;573;43
1131;317;2
1016;1818;1
890;127;42
1130;1639;30
936;630;26
1132;1200;33
1015;2095;1
1103;1319;46
1133;1872;41
1134;2000;45
1135;14999;17
65;27995;23
1137;1500;15
1138;2700;21
1056;1833;13
985;1850;7
1139;6557;4
1140;7377;21
1141;4098;8
1142;4098;5
1143;6967;42
1144;19700;48
1145;10000;2
1057;1500;23
1146;2428695;48
1147;165;24
1148;1500;2
1016;2700;37
1149;1155;45
1150;973;28
1151;1021;27
1152;4600;40
1153;4810;43
1154;1029;32
1155;785;1
1156;12295;21
1011;25776;19
1157;159;27
1158;4230;16
982;2450;3
1159;2410;14
1160;2459;22
889;3000;29
1161;16393;36
1162;3846;40
65;20240;32
1164;418;11
919;1008;35
1165;8817;6
65;14129;36
1166;959;11
1167;409;9
1162;2163;4
1162;3344;37
1168;7213;11
1168;15250;17
1168;7750;31
1169;396;45
1169;271;23
1170;720;25
1171;4270;37
919;2550;19
1172;500;21
1173;9310;32
1168;7500;27
1174;1800;27
1152;2295;35
931;5000;46
1016;3294;18
1175;9965;8
1176;9965;10
1177;31289;32
1178;401;2
1179;209;34
1180;124;43
918;81;11
1181;438;3
919;1100;18
1182;1545;10
1183;25;26
1184;150;45
1185;491;41
1186;15049;10
1187;1550;26
1188;2764;28
1189;99;8
1190;10245;13
1191;491;1
1192;1200;28
1193;476;22
936;340;32
1194;1000;33
1194;400;31
1195;583;14
1181;438;48
1196;243;18
1192;1200;38
1197;3522954;1
1198;2704;34
1199;600;26
1097;2000;21
978;1000;16
1198;6580;19
936;512;20
988;500;37
978;540;43
1200;2400;28
1201;2000;23
969;90;1
969;150;39
1198;6580;18
1202;15700;38
1203;24218;42
1204;2339;25
1069;3850;11
1044;2000;12
1205;833;4
1206;9720;16
1129;2300;23
1207;6480;39
936;1300;44
1208;9720;48
1209;1108;27
1097;4800;34
1198;6580;18
1198;6580;37
1210;1500;18
1211;1500;7
1198;13160;37
1212;1800;1
999;200934;32
969;4026;28
1213;1500;33
1198;15000;30
1214;1718;13
1215;335;15
1216;1939;14
1097;18000;46
1217;8204;6
999;25000;42
1218;12000;15
1103;704;27
1020;800;22
1103;4404;8
999;8600;43
999;32763;8
999;7126;48
1097;1500;30
1214;4492;7
983;7536;27
1219;2508;32
1220;700;12
1056;1081;39
1204;1847;2
1221;7200;33
1222;642;25
1071;2791;2
1223;2521;20
1224;1833;11
1225;2590;1
1224;151220;8
1186;7644;3
1226;150;36
991;3425;43
1181;438;8
1227;1400;3
918;818;34
918;900;4
1228;54489;34
1193;506;3
1194;400;34
890;163;40
918;100;19
918;122;25
1016;1818;12
889;1000;31
1229;2980;20
1193;423;10
919;1400;45
1230;690;37
1231;1323;35
1134;2681;43
1189;3381;34
1106;150;25
1232;7590;26
1233;3114;40
1234;1883;45
1235;6300;42
919;165;12
1212;350;15
1212;250;43
967;3491;6
1236;1500;24
936;1500;11
989;3000;33
999;3259;1
999;41135;1
995;191000;18
1237;127272;30
999;159799;28
998;19900;22
997;16500;37
1198;5049;14
1198;39500;28
960;1377;47
965;2459;40
978;1967;12
988;431;42
967;279196;40
1203;74535;24
1238;5000;18
1141;4098;7
1140;7377;47
1139;6577;31
986;727;47
985;1850;46
1198;1833;37
1239;2700;14
1128;352;2
1087;3000;21
1122;15000;18
960;7043;13
1119;1740;40
978;2000;46
65;101767;18
999;556887;4
1198;5100;21
1097;7900;10
1020;500;8
1069;2600;45
1097;1008;12
962;3825;18
1071;2000;45
1028;5000;39
969;3686;13
936;2000;8
996;127272;1
995;190910;22
1240;240;39
1241;4470;22
1241;4902;48
998;20000;8
1241;14400;27
997;15454;34
1242;750;48
961;27721;33
1243;1552;10
1244;8196;44
1236;1500;10
978;984;22
1096;3742;31
1245;4970;26
1096;4678;42
1096;2807;6
1246;4098;38
1067;459;28
974;510;27
1224;1300;39
1106;750;38
1248;3000;33
1073;240;9
1057;2500;13
1249;237327;14
1226;230;20
1250;61862;6
1251;800;32
1252;2880;14
1253;1132;6
1212;900;47
1212;1580;14
1254;2500;9
1226;249;30
1255;287;3
1256;94050;30
1257;174660;13
1258;19500;22
1259;19500;31
1260;6001;21
1261;136;13
1262;1315;21
1263;2493;39
1261;4865;17
1001;4729;1
1264;2701;2
1265;5000;32
1266;4151;6
1001;2358;31
1264;6660;12
1267;700;2
1242;371;3
1266;6851;13
1268;1435;20
1269;154;4
1270;3330;30
1267;666;25
1264;8325;16
1271;6219;7
1269;382;12
1271;9732;28
1269;287;36
1265;5000;15
1266;6851;12
1144;19700;10
1267;666;32
1106;270;48
1272;90900;43
1130;1639;44
974;622;12
1273;156;47
1001;590;27
1274;600;35
1001;2921;17
1215;335;12
1120;1031;7
1275;275;6
1275;150;20
1224;147631;22
1224;147631;42
1224;147631;20
1224;147631;47
1276;142830;3
1224;147631;33
1224;147631;11
1277;147631;33
1224;147631;43
1224;147631;24
1278;338;28
1224;151220;41
1278;342;19
1276;29977;38
1279;40;42
1276;12849;27
1182;1050;2
1079;5500;42
1016;2200;7
1057;200;17
1280;600;3
1281;270;24
1282;5500;10
1283;3900;33
1097;600;43
1284;440;26
1284;1400;21
978;2000;8
978;990;34
978;1300;41
1285;5800;35
988;409;18
1213;3000;35
1286;3000;26
1287;55000;17
1288;614;25
1289;450;15
1290;9000;13
1284;600;32
1291;580;7
1292;2080;45
1285;5000;31
1288;432;41
1293;1980;41
997;10909;4
1294;13636;11
1155;161;12
995;191000;35
969;3382;4
1293;3754;35
1295;110000;25
1296;950;37
1297;950;32
936;990;22
978;2000;45
1293;3278;32
969;165;9
1298;4510;14
1257;15000;35
1285;1630;1
1209;1311;24
1197;3522954;7
1198;2704;2
1199;600;14
1097;2000;23
978;1000;44
1198;6580;46
936;512;13
988;500;11
978;540;41
1201;200;39
969;90;28
969;150;10
1259;19500;38
1258;19500;16
1198;6580;4
1007;24216;12
1098;2339;23
1069;3850;15
1206;9720;29
1207;6480;18
1208;9720;34
1097;4800;17
1299;6580;19
999;200934;42
969;4026;10
1213;4500;35
1198;1500;38
999;25000;11
1218;12000;2
1020;800;39
1012;1500;33
936;1500;45
1176;9995;21
1175;9995;1
995;191000;3
997;16500;23
1237;127272;1
998;19900;33
1238;5000;44
1141;4098;40
1140;7377;3
1300;1800;10
1301;1000;45
1276;432;13
1180;800;45
1302;2459;37
1301;1100;29
1303;1800;30
1214;1844;41
957;503;35
1304;5256;6
1139;6557;12
985;1850;36
1138;2700;4
1122;15000;38
1097;1008;46
967;279196;43
1007;74535;6
1054;1500;34
1054;8000;32
1305;152;20
936;258;41
936;778;24
1306;5454;6
1307;668;40
1308;750;34
1307;2234;5
1090;2336;3
1309;49;10
1281;327;47
1310;16407;36
1311;18661;37
1155;2000;24
1312;300;6
1313;29758;29
1314;1200;29
1315;537;28
1316;85;31
936;950;36
1318;10400;34
1319;30000;10
1320;4545;27
1321;527;14
1322;1022;2
1323;131;25
1324;5100;47
1155;220;22
1303;1100;9
1159;3600;10
1325;177;47
1326;600;9
1327;511;6
1328;1005;1
1329;245;6
936;773;18
957;614;32
1329;327;8
1001;4360;12
1001;5500;6
1330;3500;30
1331;2282;43
1332;2601;40
1333;3153;13
1334;24000;42
1336;600;36
1338;4761;30
1339;700;48
967;5400;30
1339;2500;17
1103;3610;28
1097;800;21
967;14538;36
1340;8350;35
1341;1000;30
1083;160;27
1057;9170;44
1252;1840;2
1130;1100;8
1073;272;39
969;1260;11
1057;16656;35
1342;75;26
1197;612;4
1057;1200;29
1140;600;6
1343;15278;26
1344;6882;18
1057;700;12
1345;1250;44
1103;8525;41
1346;3114;11
1224;1136;1
1347;16500;11
1348;3350;37
1349;4500;29
1102;1529;3
1350;516;16
1351;2000;40
1097;830;19
1352;750;21
1103;2786;7
1103;950;45
1354;1800;47
1342;75;29
1044;6500;14
1057;2500;1
1342;335;6
974;810;45
1169;451;47
1169;548;42
1355;1872;43
1274;2403;22
1356;20;13
1171;9033;8
1357;39927;11
1358;10892;19
1359;2622;23
1360;510;36
1361;3245;12
1362;321;42
1363;8231;31
1358;27406;15
1363;13734;4
1274;2500;45
1358;20378;39
1363;9545;29
1364;19785;21
1252;1680;44
1044;2000;45
1216;1935;28
1365;3114;19
1366;73890;12
1367;94874;40
1368;297223;26
1177;31289;14
1369;1549116;16
1370;67;13
1371;114037;10
1372;1446;43
1373;3505;20
1374;2590;15
1375;2049;14
1376;360;19
1373;1500;32
1372;8675;45
1374;10700;15
1377;5431;40
1378;6148;7
1379;3900;31
1380;400;13
1381;3300;14
1382;35827;10
1383;22156;33
1384;15601;36
1380;3300;22
1385;10000;25
1386;200;34
1387;4500;34
1388;2377;17
1389;246;48
1390;2870;29
1373;11382;46
1391;1060;34
1392;1150;28
1393;959;48
1376;250;7
1380;1200;46
1394;180;36
1395;2500;26
1396;280;7
1397;1450;35
1373;16000;34
1398;3145;7
1399;1214;32
1371;34870;20
1371;9209;43
1392;500;41
1380;220;35
120;672;8
1400;1400;39
1401;2300;3
1402;213;23
1403;301;43
1404;70;20
1405;328;27
1406;400;48
1371;1639;45
1392;500;19
1407;400;7
1408;668;4
1409;3278;13
1410;2041;48
1172;63;2
1172;110;34
1411;330;25
1408;312;17
1412;200;35
1413;96;42
1414;1640;41
1415;427;7
1416;8070;28
1378;9500;36
1417;5082;32
1387;12000;36
1418;32963;48
1419;78;36
1420;19997;11
1408;499;41
1172;332;13
1421;147;38
1422;1040;23
1391;1804;45
1172;109;48
1391;1695;24
1423;317;34
1424;390;26
1035;3000;29
1425;8028;39
1426;500;2
1425;1880;15
1426;500;22
1427;1000;1
1428;7000;41
1399;400;10
1429;1000;26
1430;2000;29
1387;294;10
1387;260;5
1387;294;40
1387;1000;40
1431;407;21
1432;222;3
1432;136;17
1432;300;18
1432;500;25
1433;242;20
1434;182;30
1414;700;14
1435;1000;7
1436;727;18
1437;8000;9
1438;14055;28
1439;240;6
1420;34732;15
1440;223522;3
1441;3906390;10
1443;223812;1
1444;164144;1
1445;2677049;3
1446;3204646;2
1447;39608;1
1448;356694;1
1449;813937;6
1450;496699;12
1451;93000;10
1452;876639;34
1453;1200000;1
1454;751069;11
1455;751069;11
1456;727272;1
1457;485842;10
1458;466531;13
1459;175000;3
1460;2036714;6
1458;41967;2
1461;529871;1
1441;411438;34
1463;907262;2
1418;35138;1
1464;26792;1
1465;129540;1
1466;478618;37
1467;1325000;3
1468;679097;1
1469;1425030;10
1470;394100;10
1471;3303873;11
1472;3303873;11
1473;3303873;11
1458;3371244;37
1475;1749795;6
1476;167312;21
1477;2467424;35
1478;1257244;6
1479;37500;13
1480;2487581;6
1441;1604771;8
1481;756975;1
1482;892995;1
1482;607446;1
1483;160000;3
1484;2756257;3
1485;2864131;8
1486;792950;10
1477;342187;13
1487;1671857;12
1488;1450000;11
1489;4281502;36
1490;97000;6
1491;1169976;1
1492;793172;1
1493;1075000;34
1494;2130089;6
1495;3821228;34
1496;2892549;3
1497;47010;41
1498;1275000;8
1499;1528169;34
1500;1867776;11
1501;1867776;11
1502;943000;10
1503;1434200;6
1504;1434200;6
1505;1690000;19
1506;793852;19
1507;621454;3
1508;1227906;2
1509;2782650;34
1510;1044952;19
1511;150000;3
1458;48943;2
1512;749791;1
1513;528845;45
1514;7815822;2
1515;713663;1
1516;615202;9
1517;1228489;10
1518;1228489;10
1519;1926078;17
1520;1148302;13
1521;16590904;1
1522;211196;1
1523;64088;6
1524;1841284;2
1525;2390000;41
1526;1702441;3
1527;1707943;3
1528;15224302;1
1529;5923512;6
1530;828642;11
1531;760509;13
1532;1539297;6
1533;1229615;6
1534;1071000;11
1535;2013662;8
1536;19807520;11
1537;338303;3
1538;250000;3
1539;106247;1
1540;104168;2
1541;163913;1
1542;499550;6
1543;354053;13
1544;124539;1
1545;226838;3
1477;305923;1
1546;198160;3
1547;760509;13
1548;1616371;9
1549;44642;1
1550;385083;1
1551;1060000;6
1552;220815;3
1553;3692110;32
1554;1744647;1
1477;1650001;1
1555;467621;32
1556;1590000;1
1557;1549466;19
1558;309511;3
1559;1470438;1
1560;4447618;12
1561;626526;24
1562;144055;1
1563;2039312;3
1564;1243825;10
1565;1535108;10
1566;2732586;6
1567;155000;1
1568;173485;13
1569;1915472;1
1570;405399;3
1571;469778;1
1516;3835707;16
1572;444695;12
1573;2132401;43
1574;118774;1
1575;802128;11
1576;1793756;2
1513;508894;13
1577;1029835;1
1578;1617641;2
1579;610827;2
1580;604085;19
65;1585674;3
1477;342187;13
1582;1510000;2
1583;180378;43
1584;419250;11
1585;200987;6
1586;40000;6
1587;31293;2
1588;2806432;7
1589;5064106;43
1590;1153357;11
1591;7640337;6
1592;1994343;10
1593;109789;3
1594;2285593;3
1595;2714401;37
1596;1311766;8
1597;622195;2
1598;2649346;1
1599;223777;45
1600;98920;1
1601;994694;6
1602;1246715;6
1603;711500;3
1604;5830179;45
1605;37500;2
1596;1424069;1
1606;100000;3
1607;450000;3
1458;69027;2
1608;44642;1
1609;1108474;41
1610;352738;11
1611;2106472;7
1541;1414036;9
1612;2127500;38
1613;620477;12
1614;1114643;9
1615;987277;34
1616;118272;2
1617;84408;1
1618;510215;1
1619;57431;1
1620;118000;13
1621;779275;1
1468;967207;1
1622;370558;1
1623;1366688;6
1624;665705;10
1625;1793660;3
1600;7869035;6
1626;825380;1
1627;821903;1
1628;116335;2
1629;1420300;10
1630;19269670;7
1600;1375228;1
1631;292126;45
1632;1285483;1
1633;640785;2
1634;441114;1
1635;74331;13
1636;3770000;2
1637;5900000;10
1638;179383;3
4;15409;4
4;15409;1
4;15409;17
4;15409;19
1638;179383;37
1636;3770000;11
1635;74331;45
1634;441114;3
1634;441114;6
1634;441114;10
1632;1285483;4
1632;1285483;17
1632;1285483;19
1631;292126;13
1600;1375228;3
1600;1375228;6
1600;1375228;10
1600;1375228;37
1629;1420300;3
1626;825380;3
65;825380;9
1626;825380;19
1623;1366688;10
1624;665705;3
1625;1793660;11
4;15409;4
4;15409;17
4;15409;19
10;7922;4
10;7922;17
10;7922;19
19;6180;4
19;6180;17
19;6180;19
418;16350;41
1610;352738;11
418;16350;43
1604;5830179;19
1589;5064106;35
1578;1617641;3
1571;469778;9
1564;1243825;2
1564;1243825;3
1564;1243825;6
1562;144055;10
1562;144055;3
1562;144055;6
1559;1470438;20
1477;1650001;11
1548;1616371;41
1541;163913;10
1541;163913;3
1535;2013662;37
1528;15224302;10
1535;2013662;43
1528;15224302;11
1528;15224302;3
1528;15224302;26
1528;15224302;19
1521;16590904;10
1521;16590904;11
1521;16590904;3
1521;16590904;32
1521;16590904;40
1521;16590904;42
1514;7815822;41
1514;7815822;16
1514;7815822;17
1514;7815822;43
1514;7815822;18
1505;1690000;11
1505;1690000;41
1505;1690000;16
1505;1690000;43
1489;4281502;13
1489;4281502;3
1489;4281502;8
1489;4281502;34
1489;4281502;36
1487;1671857;12
1487;1671857;13
1487;1671857;3
1487;1671857;34
1482;892995;10
65;892995;3
1482;892995;6
1482;892995;37
957;650;2
957;650;11
223;1244569;7
959;30000;46
1003;56846;42
1014;259;45
1014;250;38
1019;25968;45
1029;56987;36
1029;78541;41
1029;25596;45
1086;300;22
1086;1326;3
1086;450;16
1086;12596;16
1086;1250;13
1086;450;20
1086;1393;28
1086;54415;28
1086;25157;21
1086;150;7
1086;61264;19
1247;3938;27
1247;729;46
1247;45559;12
1317;56284;1
1317;89456;25
1335;450;7
1337;24563;12
1353;1200;35
1353;2868;45
1353;2868;42
1353;1300;28
1442;56985;35
1442;39412;17
1442;104085;8
1462;68864;1
1474;45689;25
65;15865;2
1474;21694;7
1474;27721;21
65;39520;25
